task_id,employee_id,project_id,task_name,task_type,complexity,priority,status,story_points,estimated_hours,actual_hours,progress_percent,start_date,end_date,sprint_no,bug_count,dependency_task_id,remarks,task_domain,required_skill_context
T006531,E00287,P00320,Document vendor onboarding process,Bug Fix,High,Medium,In Progress,8,48,47,80,2025-04-17,2025-05-15,1,4,NONE,Client-facing deliverable,Quality/Security,SQL
T006532,E00036,P00787,Validate revenue attribution logic,Research,Medium,Medium,In Progress,6,54,51,75,2026-04-03,2026-04-16,1,4,NONE,Security-sensitive,Data/AI,Data Analysis
T006533,E00127,P00069,Build order management API,Bug Fix,Low,Low,To Do,3,30,33,0,2024-03-07,2024-03-11,8,4,NONE,Cross-team dependency,Quality/Security,PostgreSQL
T006534,E00114,P00855,Prioritize sprint backlog,Analysis,Low,Medium,In Review,3,12,8,97,2025-07-15,2025-07-29,2,2,NONE,Support handoff required,Data/AI,Data Analysis
T006535,E00074,P00417,Conduct access review,Analysis,Low,High,Blocked,3,15,10,69,2024-11-04,2024-11-08,8,4,T000238,Cross-team dependency,Data/AI,Linux; DevOps
T006536,E00112,P00326,Validate revenue attribution logic,Documentation,Medium,High,In Progress,5,50,54,38,2026-04-21,2026-04-23,2,4,T001176,Cross-team dependency,Backend,Azure; SQL
T006537,E00398,P00323,Prepare model monitoring dashboard,Testing,Medium,High,In Progress,3,12,12,30,2026-01-22,2026-02-05,12,2,NONE,Security-sensitive,Quality/Security,Python
T006538,E00184,P00196,Prioritize sprint backlog,Testing,Medium,Medium,Done,7,70,90,100,2025-12-08,2025-12-10,5,5,NONE,Client-facing deliverable,Quality/Security,SQL
T006539,E00187,P00337,Validate feature pipeline,Analysis,High,Medium,In Progress,10,120,140,43,2023-07-07,2023-07-26,7,2,NONE,Cross-team dependency,Data/AI,Data Analysis
T006540,E00261,P00727,Create weekly operations report,Deployment,Medium,High,In Progress,5,35,34,22,2024-12-13,2024-12-28,22,2,NONE,High visibility,DevOps/Cloud,Azure
T006541,E00169,P00068,Audit accessibility gaps,Bug Fix,Low,Medium,To Do,3,27,28,0,2026-03-01,2026-03-15,2,4,NONE,Security-sensitive,Quality/Security,React
T006542,E00269,P00591,Build reporting module,Deployment,Low,Medium,To Do,1,10,10,0,2023-09-06,2023-09-12,8,3,NONE,Automation opportunity,DevOps/Cloud,Spring Boot
T006543,E00077,P00547,Set up secret rotation,Bug Fix,High,Critical,Blocked,9,99,78,35,2024-08-25,2024-08-27,4,3,NONE,Client-facing deliverable,Quality/Security,Cybersecurity
T006544,E00008,P00671,Create responsive dashboard mockups,Research,Low,Low,Blocked,3,36,10,26,2023-11-10,2023-11-21,5,3,NONE,Security-sensitive,Data/AI,React
T006545,E00307,P00349,Train churn prediction model,Deployment,Medium,Low,In Progress,6,24,22,73,2023-06-07,2023-06-11,3,5,NONE,Cross-team dependency,DevOps/Cloud,Git
T006546,E00253,P00264,Migrate user mailboxes,Testing,Medium,High,In Progress,6,72,48,45,2026-03-24,2026-03-28,4,3,NONE,Security-sensitive,Quality/Security,Cybersecurity
T006547,E00351,P00016,Implement MFA enforcement,Deployment,Low,Critical,To Do,1,4,5,0,2025-01-02,2025-01-13,11,3,NONE,Performance critical,DevOps/Cloud,Azure; Docker
T006548,E00321,P00684,Define release scope,Code Review,High,Medium,Done,13,156,153,100,2024-12-06,2024-12-20,24,4,NONE,High visibility,Backend,SQL
T006549,E00122,P00623,Update design system components,Feature Development,Medium,Medium,Blocked,4,48,31,9,2024-02-05,2024-02-15,3,4,NONE,Cross-team dependency,Backend,UI/UX Design
T006550,E00393,P00322,Prepare model monitoring dashboard,Design,Medium,High,To Do,8,32,38,0,2025-05-09,2025-05-17,6,1,NONE,Requires approval,Backend,Python; SQL; Machine Learning
T006551,E00322,P00158,Execute performance test plan,Documentation,Medium,High,Blocked,8,80,63,6,2025-09-08,2025-09-16,3,0,NONE,Automation opportunity,Backend,Python
T006552,E00071,P00479,Patch vulnerable dependency,Research,Medium,Low,In Review,3,21,15,88,2025-06-22,2025-07-05,1,2,T002083,Internal improvement,Data/AI,Cybersecurity; Git
T006553,E00569,P00550,Document vendor onboarding process,Bug Fix,Medium,Low,In Progress,7,70,68,62,2023-10-07,2023-10-16,1,0,NONE,Needs stakeholder sign-off,Quality/Security,Data Analysis
T006554,E00241,P00527,Document partner workflow,Design,Medium,High,Done,4,32,29,100,2025-01-30,2025-02-04,6,2,NONE,Automation opportunity,Backend,Git
T006555,E00425,P00364,Build order management API,Documentation,Low,High,In Progress,1,12,7,45,2025-03-30,2025-04-10,2,5,NONE,Security-sensitive,Backend,Node.js
T006556,E00405,P00457,Create responsive dashboard mockups,Bug Fix,Low,High,In Progress,1,6,5,36,2025-10-28,2025-11-12,10,3,NONE,Cross-team dependency,Quality/Security,UI/UX Design
T006557,E00226,P00562,Integrate payment gateway,Documentation,Medium,High,Done,8,48,46,100,2026-04-12,2026-04-16,1,5,NONE,Automation opportunity,Backend,PHP
T006558,E00184,P00433,Create weekly operations report,Deployment,High,Low,Done,11,121,117,100,2025-01-18,2025-01-22,1,5,NONE,Client-facing deliverable,DevOps/Cloud,Azure
T006559,E00282,P00238,Train churn prediction model,Research,High,Medium,Blocked,12,96,35,17,2024-02-27,2024-03-25,2,0,NONE,Requires approval,Data/AI,Data Analysis
T006560,E00048,P00674,Patch vulnerable dependency,Analysis,High,High,Done,9,99,124,100,2024-03-23,2024-04-20,2,2,NONE,Support handoff required,Data/AI,Azure
T006561,E00034,P00482,Validate revenue attribution logic,Analysis,High,Medium,In Review,11,88,86,97,2023-04-16,2023-04-22,7,4,NONE,Performance critical,Data/AI,Data Analysis
T006562,E00026,P00021,Review IAM policy changes,Feature Development,Low,Medium,In Progress,3,30,30,25,2026-01-31,2026-02-08,14,0,NONE,Cross-team dependency,Backend,Cybersecurity; Azure
T006563,E00031,P00011,Automate backup policy,Design,Medium,Critical,In Progress,3,12,13,72,2024-04-23,2024-04-26,2,1,T004285,Requires approval,DevOps/Cloud,Git
T006564,E00155,P00810,Document vendor onboarding process,Feature Development,High,Medium,In Progress,9,108,89,59,2025-08-01,2025-08-10,5,5,NONE,Performance critical,Backend,Data Analysis
T006565,E00222,P00419,Define release scope,Documentation,Low,Medium,In Progress,3,30,33,60,2024-10-18,2024-10-26,8,5,NONE,Support handoff required,Backend,Data Analysis
T006566,E00353,P00526,Review IAM policy changes,Analysis,Medium,High,In Review,3,18,16,93,2025-10-25,2025-11-03,1,4,T003580,High visibility,Data/AI,DevOps
T006567,E00332,P00760,Refactor billing service,Documentation,Low,Medium,Blocked,1,12,6,35,2023-01-12,2023-01-14,1,4,NONE,Security-sensitive,Backend,Django
T006568,E00131,P00347,Validate revenue attribution logic,Research,Medium,Medium,In Review,8,40,45,98,2026-02-21,2026-02-24,17,1,NONE,Performance critical,Data/AI,Data Analysis
T006569,E00523,P00204,Draft product requirements,Analysis,Low,Medium,In Review,3,30,39,84,2025-02-14,2025-02-28,2,1,NONE,Requires approval,Data/AI,Data Analysis
T006570,E00035,P00415,Integrate payment gateway,Testing,Medium,High,To Do,5,45,52,0,2024-11-17,2024-11-21,19,1,NONE,Requires approval,Quality/Security,Go; PHP; Flask
T006571,E00215,P00009,Prepare model monitoring dashboard,Research,Medium,Medium,In Progress,4,40,48,61,2024-02-13,2024-02-17,6,0,NONE,High visibility,Data/AI,Data Analysis
T006572,E00013,P00172,Prioritize sprint backlog,Feature Development,High,Medium,To Do,13,104,92,0,2025-06-03,2025-06-12,4,5,NONE,Internal improvement,Backend,SQL
T006573,E00256,P00708,Test API contract changes,Deployment,Low,High,In Progress,3,33,21,18,2025-11-28,2025-12-05,2,5,T000916,Performance critical,DevOps/Cloud,Python
T006574,E00214,P00571,Roll out device encryption policy,Documentation,High,High,To Do,9,99,131,0,2023-12-31,2024-01-08,1,3,T001459,Performance critical,DevOps/Cloud,Git
T006575,E00279,P00167,Prepare model monitoring dashboard,Documentation,High,Medium,To Do,13,104,151,0,2025-05-24,2025-05-29,9,3,T004210,Automation opportunity,Backend,Data Analysis; MongoDB
T006576,E00219,P00807,Document vendor onboarding process,Bug Fix,Low,Critical,To Do,1,11,14,0,2023-07-18,2023-07-21,2,4,T006447,Cross-team dependency,Quality/Security,SQL
T006577,E00109,P00425,Draft product requirements,Testing,Low,Medium,Done,2,20,18,100,2026-01-27,2026-02-03,2,2,T003566,Cross-team dependency,Quality/Security,SQL
T006578,E00285,P00866,Conduct access review,Code Review,Low,Critical,In Review,2,20,14,90,2024-10-19,2024-10-30,6,1,T004762,High visibility,Backend,Docker
T006579,E00083,P00359,Develop customer onboarding screen,Deployment,High,Medium,To Do,10,120,91,0,2026-03-20,2026-04-04,9,4,T000263,Support handoff required,DevOps/Cloud,SQL; Python
T006580,E00116,P00684,Define release scope,Design,Medium,Low,Done,7,56,35,100,2024-09-24,2024-10-05,16,0,T000340,Client-facing deliverable,Backend,SQL; Data Analysis
T006581,E00342,P00197,Configure observability alerts,Research,Medium,High,To Do,6,30,29,0,2026-01-08,2026-01-22,2,4,NONE,Automation opportunity,Data/AI,Kubernetes; Git; DevOps
T006582,E00070,P00063,Model conversion funnel metrics,Analysis,Low,Critical,Blocked,1,7,7,53,2026-03-25,2026-03-29,2,3,NONE,High visibility,Data/AI,Data Science
T006583,E00035,P00850,Build executive KPI dashboard,Analysis,Low,High,In Progress,3,30,29,24,2025-06-22,2025-07-03,6,0,NONE,Performance critical,Data/AI,Data Analysis
T006584,E00218,P00467,Build reporting module,Analysis,High,High,To Do,8,64,68,0,2025-03-12,2025-04-03,5,2,NONE,Cross-team dependency,Data/AI,Spring Boot; Angular
T006585,E00198,P00873,Validate feature pipeline,Analysis,Medium,Medium,To Do,5,20,26,0,2024-12-30,2025-01-14,3,5,T005097,Security-sensitive,Data/AI,Machine Learning
T006586,E00197,P00509,Document vendor onboarding process,Feature Development,High,Medium,In Progress,10,70,63,58,2026-03-30,2026-02-28,2,1,NONE,Automation opportunity,Backend,SQL
T006587,E00084,P00016,Implement MFA enforcement,Analysis,Medium,Critical,In Progress,3,18,26,52,2025-02-16,2025-02-25,1,0,NONE,Requires approval,Data/AI,Azure; Docker
T006588,E00251,P00672,Create weekly operations report,Code Review,Medium,High,Done,6,42,60,100,2025-11-14,2025-11-24,1,1,NONE,Support handoff required,Backend,Python; PostgreSQL
T006589,E00425,P00580,Configure observability alerts,Code Review,Medium,Low,In Review,4,24,23,95,2025-10-21,2025-10-26,11,5,NONE,Performance critical,Backend,DevOps; Docker
T006590,E00089,P00354,Prepare endpoint compliance report,Deployment,Low,Medium,Done,2,22,19,100,2025-02-18,2025-02-27,3,0,T006492,Internal improvement,DevOps/Cloud,AWS
T006591,E00127,P00712,Deploy forecasting workflow,Documentation,Medium,Medium,Blocked,7,35,29,57,2026-03-23,2026-03-26,1,0,NONE,Needs stakeholder sign-off,Backend,Docker
T006592,E00031,P00792,Optimize search endpoint,Testing,Medium,Medium,In Progress,3,36,33,25,2023-11-02,2023-11-15,4,0,NONE,Support handoff required,Quality/Security,PHP; Laravel
T006593,E00479,P00603,Draft product requirements,Deployment,Medium,High,Done,3,30,22,100,2024-03-03,2024-03-12,14,1,NONE,Automation opportunity,DevOps/Cloud,Git
T006594,E00182,P00034,Build executive KPI dashboard,Analysis,Low,Medium,In Review,3,18,23,91,2024-01-15,2024-01-30,2,0,T003238,Internal improvement,Data/AI,Data Science
T006595,E00128,P00255,Define release scope,Code Review,Low,High,In Progress,1,9,11,69,2025-01-15,2025-01-22,4,2,NONE,Requires approval,Backend,SQL
T006596,E00353,P00185,Analyze user feedback trends,Code Review,Medium,Medium,In Progress,4,32,33,28,2026-03-20,2026-03-27,1,3,NONE,Automation opportunity,Backend,SQL
T006597,E00190,P00044,Optimize search endpoint,Feature Development,Low,Medium,Done,1,11,7,100,2024-03-14,2024-03-25,2,5,T000673,Automation opportunity,Backend,Python
T006598,E00071,P00040,Design checkout journey,Feature Development,Low,Low,Blocked,2,20,8,16,2023-09-13,2023-09-18,1,5,NONE,Support handoff required,Backend,JavaScript
T006599,E00266,P00696,Test API contract changes,Research,Low,Critical,In Progress,3,21,21,53,2025-07-31,2025-08-15,2,0,NONE,Support handoff required,Data/AI,Java; JavaScript; Python
T006600,E00389,P00580,Configure observability alerts,Analysis,Medium,Medium,In Progress,3,12,10,62,2025-03-11,2025-03-20,2,3,NONE,Support handoff required,Data/AI,DevOps; AWS
T006601,E00033,P00298,Implement authentication flow,User Story,High,High,To Do,10,120,110,0,2025-05-23,2025-05-30,1,2,NONE,Requires approval,Backend,Java
T006602,E00219,P00322,Validate feature pipeline,Bug Fix,Low,Low,In Progress,2,14,17,63,2025-01-22,2025-01-26,1,5,T004726,Security-sensitive,Quality/Security,SQL
T006603,E00373,P00123,Test API contract changes,Code Review,Low,Low,Blocked,2,10,8,50,2025-05-04,2025-05-13,11,0,NONE,Support handoff required,Backend,Python
T006604,E00605,P00848,Refine mobile navigation flow,Bug Fix,Low,High,Done,1,8,10,100,2026-03-10,2026-03-20,5,2,NONE,Support handoff required,Quality/Security,React
T006605,E00070,P00870,Draft product requirements,Analysis,Low,Medium,Done,3,36,28,100,2023-05-11,2023-05-26,1,1,NONE,Needs stakeholder sign-off,Data/AI,Data Analysis
T006606,E00073,P00869,Refine mobile navigation flow,Research,Medium,Medium,To Do,3,27,24,0,2025-04-06,2025-04-20,11,5,NONE,Security-sensitive,Data/AI,React; UI/UX Design
T006607,E00221,P00432,Implement MFA enforcement,Research,Medium,High,Blocked,7,56,48,33,2024-07-21,2024-07-26,1,1,NONE,Support handoff required,Data/AI,Cybersecurity; Linux
T006608,E00027,P00736,Refactor billing service,Deployment,High,High,Done,11,99,108,100,2025-12-03,2025-12-22,3,0,T001886,Security-sensitive,DevOps/Cloud,Rust
T006609,E00260,P00865,Conduct access review,Design,Low,Critical,In Review,2,16,21,90,2023-03-16,2023-03-29,3,2,NONE,Cross-team dependency,DevOps/Cloud,AWS; Linux
T006610,E01757,P00106,Draft product requirements,Analysis,Medium,Low,To Do,5,45,49,0,2025-08-02,2025-08-14,5,2,NONE,Security-sensitive,General,
T006611,E00196,P00227,Create responsive dashboard mockups,Feature Development,Low,High,To Do,2,22,30,0,2026-03-18,2026-04-02,2,4,NONE,Requires approval,Backend,React; JavaScript
T006612,E00280,P00090,Patch vulnerable dependency,Documentation,Low,Low,Done,3,21,23,100,2026-01-03,2026-01-09,1,2,T006354,Requires approval,DevOps/Cloud,Azure; Cybersecurity
T006613,E00091,P00014,Migrate user mailboxes,Analysis,Low,Critical,Blocked,3,30,28,22,2024-09-03,2024-09-07,3,1,T001068,Performance critical,Data/AI,Git
T006614,E00121,P00747,Document vendor onboarding process,Design,High,Medium,To Do,10,60,55,0,2023-10-25,2023-11-13,8,5,T005832,Automation opportunity,DevOps/Cloud,Data Analysis
T006615,E00139,P00123,Write regression test suite,Documentation,Low,Low,In Review,1,6,6,90,2024-07-30,2024-08-07,1,2,NONE,Requires approval,Backend,Python
T006616,E00228,P00085,Update design system components,Code Review,Medium,High,In Progress,5,55,66,72,2023-08-29,2023-09-12,6,2,NONE,Support handoff required,Backend,UI/UX Design
T006617,E00120,P00319,Create weekly operations report,Documentation,Low,High,In Review,1,10,13,98,2024-07-02,2024-07-06,5,0,T005051,Automation opportunity,Backend,Data Analysis
T006618,E00375,P00581,Implement authentication flow,Design,Medium,Medium,In Progress,8,80,92,63,2023-09-29,2023-10-10,9,1,NONE,Requires approval,Backend,Angular; Go; Java
T006619,E00157,P00861,Update design system components,Feature Development,Low,Medium,Blocked,2,22,14,40,2025-10-24,2025-11-02,3,4,NONE,Client-facing deliverable,Backend,UI/UX Design; Git
T006620,E00262,P00048,Harden Kubernetes ingress,Analysis,Low,Medium,Done,3,36,46,100,2025-10-02,2025-10-07,5,4,NONE,High visibility,Data/AI,Azure
T006621,E00218,P00250,Execute performance test plan,Deployment,Low,Medium,In Review,2,14,7,97,2023-11-13,2023-11-19,5,2,NONE,High visibility,DevOps/Cloud,Git
T006622,E00168,P00350,Design checkout journey,Code Review,Medium,Low,To Do,3,36,24,0,2025-08-18,2025-08-30,11,3,NONE,Requires approval,Backend,React
T006623,E00070,P00535,Build reporting module,Deployment,High,Critical,Done,10,90,103,100,2026-04-19,2026-04-26,2,4,T002275,Support handoff required,DevOps/Cloud,Git
T006624,E00302,P00109,Draft product requirements,Testing,Medium,High,In Progress,4,24,24,43,2023-06-24,2023-07-06,10,1,NONE,Requires approval,Quality/Security,SQL
T006625,E00270,P00570,Define release scope,User Story,Low,High,In Progress,3,27,30,54,2025-10-21,2025-10-30,6,1,NONE,Needs stakeholder sign-off,Backend,Data Analysis
T006626,E00313,P00863,Implement MFA enforcement,Design,Medium,High,Blocked,5,25,17,26,2025-09-03,2025-09-16,4,2,NONE,Internal improvement,DevOps/Cloud,Kubernetes; Cybersecurity
T006627,E00019,P00010,Execute performance test plan,Feature Development,Medium,Critical,To Do,8,32,36,0,2023-11-20,2023-12-03,1,0,T004243,Needs stakeholder sign-off,Backend,Automation Testing; JavaScript
T006628,E00282,P00011,Configure observability alerts,Documentation,Low,Low,To Do,2,22,18,0,2024-06-15,2024-06-19,1,5,NONE,Requires approval,DevOps/Cloud,AWS; Cybersecurity
T006629,E00036,P00335,Tune recommendation algorithm,Code Review,Medium,Low,In Progress,6,36,40,27,2024-12-10,2024-12-14,6,4,NONE,Client-facing deliverable,Backend,PostgreSQL
T006630,E00391,P00290,Create responsive dashboard mockups,Design,Medium,High,In Progress,7,49,59,41,2025-05-27,2025-06-09,9,0,T001089,Needs stakeholder sign-off,Frontend,Git; JavaScript
T006631,E00192,P00090,Conduct access review,Feature Development,Medium,High,In Progress,8,48,60,34,2025-11-04,2025-11-15,3,1,T003517,Automation opportunity,Backend,DevOps; AWS; Cybersecurity
T006632,E00179,P00430,Build reporting module,Bug Fix,Low,High,To Do,2,12,17,0,2024-12-05,2024-12-15,2,0,NONE,Client-facing deliverable,Quality/Security,SQL
T006633,E00198,P00824,Integrate payment gateway,Feature Development,Medium,Medium,In Progress,7,42,44,50,2023-05-11,2023-05-21,2,3,NONE,Cross-team dependency,Backend,Django
T006634,E00285,P00829,Develop customer onboarding screen,Research,Low,Critical,In Progress,2,22,23,33,2023-10-04,2023-10-08,2,2,NONE,Client-facing deliverable,Data/AI,Laravel
T006635,E00181,P00738,Investigate suspicious login events,Bug Fix,High,Low,Done,11,132,87,100,2024-01-19,2024-02-04,4,0,NONE,Cross-team dependency,Quality/Security,Cybersecurity
T006636,E00053,P00586,Create responsive dashboard mockups,Deployment,Low,Critical,In Progress,1,12,10,24,2026-01-06,2026-01-13,2,5,NONE,Performance critical,DevOps/Cloud,Git
T006637,E00129,P00594,Coordinate cutover plan,Deployment,Medium,High,In Progress,4,40,38,72,2024-03-28,2024-04-05,3,0,NONE,Client-facing deliverable,DevOps/Cloud,Git
T006638,E00249,P00670,Refactor billing service,Code Review,Medium,Medium,Done,3,30,36,100,2025-01-14,2025-01-26,7,3,NONE,Support handoff required,Backend,Node.js; Python
T006639,E00212,P00830,Validate revenue attribution logic,Analysis,Low,Medium,Blocked,2,24,13,9,2026-01-21,2026-01-31,4,5,NONE,Client-facing deliverable,Data/AI,Data Science
T006640,E00311,P00095,Automate checkout test cases,Bug Fix,High,Critical,In Review,8,32,37,94,2025-09-02,2025-09-14,5,3,NONE,Client-facing deliverable,Quality/Security,Automation Testing
T006641,E00457,P00700,Prepare project governance pack,Testing,High,Low,Blocked,13,78,54,11,2024-11-07,2024-11-09,12,0,NONE,Performance critical,Quality/Security,Data Analysis
